NCBI GeneID	Symbol	Description	Transcripts	Ensembl GeneIDs
100190250	C1H12orf57	chromosome 1 C12orf57 homolog	2	ENSTGUG00000013279
100190251	IMMP1L	inner mitochondrial membrane peptidase subunit 1	1	ENSTGUG00000004811
100190252	LYRM4	LYR motif containing 4	2	ENSTGUG00000021255
100190254	YIPF6	Yip1 domain family member 6	1	ENSTGUG00000023575
100190255	TK2	thymidine kinase 2	4	
100190256	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	1	ENSTGUG00000008394
100190259	RBM8A	RNA binding motif protein 8A	1	ENSTGUG00000004447
100190260	RPS29	ribosomal protein S29	1	ENSTGUG00000021284
100190261	TPT1	tumor protein, translationally-controlled 1	1	ENSTGUG00000012322
100190262	DERL3	derlin 3	4	ENSTGUG00000010283
100190264	EMC7	ER membrane protein complex subunit 7	1	ENSTGUG00000011645
100190265	RPS13	ribosomal protein S13	1	ENSTGUG00000008572
100190267	ANKRD49	ankyrin repeat domain 49	5	
100190268	GLRX5	glutaredoxin 5	1	ENSTGUG00000020249
100190269	GADD45B	growth arrest and DNA damage inducible beta	2	ENSTGUG00000024209
100190270	PSMC1	proteasome 26S subunit, ATPase 1	1	ENSTGUG00000012452
100190271	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8	1	ENSTGUG00000000890
100190272	SELENOS	selenoprotein S	1	ENSTGUG00000008949
100190273	LMAN2	lectin, mannose binding 2	1	ENSTGUG00000000376
100190274	MRPL30	mitochondrial ribosomal protein L30	2	ENSTGUG00000024074
100190275	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	1	ENSTGUG00000019009
100190276	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2	1	
100190277	JPT1	Jupiter microtubule associated homolog 1	2	ENSTGUG00000008735
100190279	DYNLRB1	dynein light chain roadblock-type 1	1	ENSTGUG00000026456
100190280	PSME3	proteasome activator subunit 3	1	ENSTGUG00000002797
100190281	PSMC3IP	PSMC3 interacting protein	3	ENSTGUG00000002707
100190282	MEAF6	MYST/Esa1 associated factor 6	7	ENSTGUG00000001560
100190283	NFU1	NFU1 iron-sulfur cluster scaffold	1	ENSTGUG00000003860
100190284	RPS3	ribosomal protein S3	1	ENSTGUG00000013479
100190285	GRB2	growth factor receptor bound protein 2	1	ENSTGUG00000008612
100190286	MPC1	mitochondrial pyruvate carrier 1	1	
100190289	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	1	ENSTGUG00000008501
100190290	PSMD14	proteasome 26S subunit, non-ATPase 14	3	ENSTGUG00000006668
100190291	SEC11C	SEC11 homolog C, signal peptidase complex subunit	3	ENSTGUG00000019770
100190292	MMAB	metabolism of cobalamin associated B	1	ENSTGUG00000007359
100190293	MRPS18A	mitochondrial ribosomal protein S18A	1	ENSTGUG00000021976
100190294	LSM1	LSM1 homolog, mRNA degradation associated	2	
100190295	MANF	mesencephalic astrocyte derived neurotrophic factor	1	ENSTGUG00000004845
100190296	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic	1	
100190297	PDCD5	programmed cell death 5	1	ENSTGUG00000021896
100190299	UBE2I	ubiquitin conjugating enzyme E2 I	4	ENSTGUG00000009577
100190300	DNALI1	dynein axonemal light intermediate chain 1	1	ENSTGUG00000001557
100190301	MID1IP1	MID1 interacting protein 1	4	
100190303	EIF4A3	eukaryotic translation initiation factor 4A3	1	ENSTGUG00000002132
100190305	RPUSD4	RNA pseudouridine synthase D4	2	
100190306	OCIAD1	OCIA domain containing 1	1	ENSTGUG00000007973
100190308	MRPS17	mitochondrial ribosomal protein S17	1	ENSTGUG00000026540
100190309	TP53RK	TP53 regulating kinase	1	ENSTGUG00000005398
100190311	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma	1	ENSTGUG00000004553
100190312	SELENOK	selenoprotein K	1	ENSTGUG00000006957
100190313	NUDCD2	NudC domain containing 2	1	ENSTGUG00000001473
100190314	ANTKMT	adenine nucleotide translocase lysine methyltransferase	2	ENSTGUG00000003604
100190315	CPLX2	complexin 2	4	
100190319	TAF10	TATA-box binding protein associated factor 10	1	ENSTGUG00000026223
100190320	PTGES3L	prostaglandin E synthase 3 like	2	ENSTGUG00000028812
100190322	MGST1	microsomal glutathione S-transferase 1	2	ENSTGUG00000012391
100190323	HMOX2	heme oxygenase 2	1	ENSTGUG00000023074
100190324	BAMBI	BMP and activin membrane bound inhibitor	1	ENSTGUG00000001062
100190326	PHB1	prohibitin 1	2	ENSTGUG00000003470
100190327	CREBL2	cAMP responsive element binding protein like 2	1	
100190329	MRPS22	mitochondrial ribosomal protein S22	1	ENSTGUG00000005274
100190330	SOD2	superoxide dismutase 2	1	
100190331	EIF3J	eukaryotic translation initiation factor 3 subunit J	1	ENSTGUG00000009878
100190332	MRPL20	mitochondrial ribosomal protein L20	1	ENSTGUG00000003113
100190333	CCDC134	coiled-coil domain containing 134	12	ENSTGUG00000009814
100190335	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	1	ENSTGUG00000025228
100190337	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	2	ENSTGUG00000018867
100190339	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	1	ENSTGUG00000010639
100190341	NPM1	nucleophosmin 1	2	ENSTGUG00000014970
100190343	IFT20	intraflagellar transport 20	1	ENSTGUG00000008706
100190345	RTRAF	RNA transcription, translation and transport factor	1	ENSTGUG00000013128,ENSTGUG00000019490
100190347	PRDX1	peroxiredoxin 1	3	ENSTGUG00000023194
100190350	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	1	ENSTGUG00000009858
100190352	NSG1	neuronal vesicle trafficking associated 1	2	ENSTGUG00000009930
100190353	SRI	sorcin	1	
100190354	FAM133B	family with sequence similarity 133 member B	1	ENSTGUG00000001494
100190355	RBM5	RNA binding motif protein 5	1	
100190356	PSMB3	proteasome 20S subunit beta 3	1	ENSTGUG00000003023
100190357	ATP5F1E	ATP synthase F1 subunit epsilon	1	ENSTGUG00000008033
100190358	ATG101	autophagy related 101	1	ENSTGUG00000016801
100190359	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10	2	ENSTGUG00000026451
100190361	HRAS	HRas proto-oncogene, GTPase	3	ENSTGUG00000009877
100190363	RPL27A	ribosomal protein L27a	1	ENSTGUG00000008355
100190364	GMPPB	GDP-mannose pyrophosphorylase B	1	
100190365	OST4	oligosaccharyltransferase complex subunit 4, non-catalytic	5	
100190367	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1	1	ENSTGUG00000001446
100190368	METTL5	methyltransferase 5, N6-adenosine	6	ENSTGUG00000007994
100190369	MRPL28	mitochondrial ribosomal protein L28	1	
100190370	TVP23A	trans-golgi network vesicle protein 23 homolog A	3	ENSTGUG00000004826
100190371	POMP	proteasome maturation protein	3	ENSTGUG00000019231
100190372	YIPF3	Yip1 domain family member 3	1	ENSTGUG00000009133
100190373	ARHGDIG	Rho GDP dissociation inhibitor gamma	2	
100190374	VCF1	VCP nuclear cofactor family member 1	6	ENSTGUG00000002914
100190377	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3	7	ENSTGUG00000001964
100190379	MICOS10	mitochondrial contact site and cristae organizing system subunit 10	1	ENSTGUG00000016993
100190381	MDH1	malate dehydrogenase 1	1	ENSTGUG00000002244
100190382	PSMA7	proteasome 20S subunit alpha 7	1	ENSTGUG00000007864
100190384	HMGN3	high mobility group nucleosomal binding domain 3	9	
100190385	CZIB	CXXC motif containing zinc binding protein	1	ENSTGUG00000009181
100190386	RHOA	ras homolog family member A	4	ENSTGUG00000006623
100190387	MYL6	myosin, light chain 6, alkali, smooth muscle and non-muscle	3	ENSTGUG00000029289
100190388	ARPP19	cAMP regulated phosphoprotein 19	3	ENSTGUG00000019761
100190389	RMDN1	regulator of microtubule dynamics 1	3	
100190390	CIRBP	cold inducible RNA binding protein	1	ENSTGUG00000000884
100190392	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	1	ENSTGUG00000003244
100190393	PMVK	phosphomevalonate kinase	1	ENSTGUG00000027579
100190395	PFDN1	prefoldin subunit 1	1	ENSTGUG00000001632
100190396	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X	1	ENSTGUG00000010494
100190397	TMSB15B	thymosin beta 15B	3	ENSTGUG00000006515
100190400	VAPB	VAMP associated protein B and C	3	ENSTGUG00000008176
100190401	MED31	mediator complex subunit 31	1	ENSTGUG00000008958
100190402	RNF11	ring finger protein 11	1	ENSTGUG00000022215
100190403	B2M	beta-2-microglobulin	1	
100190404	FRG1	FSHD region gene 1	1	ENSTGUG00000007028
100190405	IFT43	intraflagellar transport 43	1	ENSTGUG00000012246
100190406	GABARAPL2	GABA type A receptor associated protein like 2	1	ENSTGUG00000024691
100190407	LAPTM4A	lysosomal protein transmembrane 4 alpha	3	ENSTGUG00000013146
100190408	LNPK	lunapark, ER junction formation factor	4	ENSTGUG00000021038
100190411	RPL5	ribosomal protein L5	1	ENSTGUG00000005988
100190413	NDUFA6	NADH:ubiquinone oxidoreductase subunit A6	1	ENSTGUG00000009699
100190414	TMEM208	transmembrane protein 208	1	ENSTGUG00000005504
100190417	DSTN	destrin, actin depolymerizing factor	3	ENSTGUG00000005998
100190418	ORC6	origin recognition complex subunit 6	1	ENSTGUG00000008874
100190420	RAB14	RAB14, member RAS oncogene family	2	ENSTGUG00000006657
100190421	IFI6	interferon, alpha-inducible protein 6	1	ENSTGUG00000021692
100190422	RER1	retention in endoplasmic reticulum sorting receptor 1	3	ENSTGUG00000002941
100190424	AIRIM	AFG2 interacting ribosome maturation factor	2	ENSTGUG00000001534
100190425	NDUFS7	NADH:ubiquinone oxidoreductase core subunit S7	1	ENSTGUG00000000874
100190426	MRPL23	mitochondrial ribosomal protein L23	1	ENSTGUG00000025451
100190427	DRG1	developmentally regulated GTP binding protein 1	2	ENSTGUG00000009759
100190428	EMC4	ER membrane protein complex subunit 4	2	ENSTGUG00000007133
100190430	DBI	diazepam binding inhibitor, acyl-CoA binding protein	3	
100190431	MRPS33	mitochondrial ribosomal protein S33	2	ENSTGUG00000025159
100190432	SEPTIN6	septin 6	7	ENSTGUG00000003361
100190434	PRELID1	PRELI domain containing 1	1	ENSTGUG00000000431
100190435	ATP5F1C	ATP synthase F1 subunit gamma	2	ENSTGUG00000002123
100190437	CHMP5	charged multivesicular body protein 5	1	ENSTGUG00000008197
100190438	RTN1	reticulon 1	2	ENSTGUG00000013003
100190441	SEC11A	SEC11 homolog A, signal peptidase complex subunit	2	
100190445	LRRC73	leucine rich repeat containing 73	1	ENSTGUG00000009122
100190447	BASP1	brain abundant membrane attached signal protein 1	1	ENSTGUG00000007269
100190448	BRI3BP	BRI3 binding protein	11	ENSTGUG00000024598
100190449	TIMM17A	translocase of inner mitochondrial membrane 17A	1	ENSTGUG00000001422
100190451	PLAAT1	phospholipase A and acyltransferase 1	1	ENSTGUG00000009218
100190452	ARL6IP1	ADP ribosylation factor like GTPase 6 interacting protein 1	1	ENSTGUG00000005889
100190453	NUDT21	nudix hydrolase 21	1	ENSTGUG00000006599
100190454	LDHB	lactate dehydrogenase B	2	ENSTGUG00000025396
100190455	GHITM	growth hormone inducible transmembrane protein	6	ENSTGUG00000006047
100190456	SULT4A1	sulfotransferase family 4A member 1	2	ENSTGUG00000012001
100190457	MXD4	MAX dimerization protein 4	5	ENSTGUG00000010530
100190458	FKBP3	FKBP prolyl isomerase 3	1	ENSTGUG00000013231
100190463	EIF2S2	eukaryotic translation initiation factor 2 subunit beta	2	ENSTGUG00000024815
100190464	CAMK2N1	calcium/calmodulin dependent protein kinase II inhibitor 1	1	ENSTGUG00000023378
100190465	POLR2J	RNA polymerase II subunit J	1	
100190466	COPS7A	COP9 signalosome subunit 7A	4	ENSTGUG00000013312
100190468	TMEM167A	transmembrane protein 167A	1	ENSTGUG00000019292
100190469	PSMC2	proteasome 26S subunit, ATPase 2	1	ENSTGUG00000002751
100190470	CKB	creatine kinase B	2	ENSTGUG00000012861
100190471	TUSC3	tumor suppressor candidate 3	2	ENSTGUG00000007309
100190472	ADRM1	ADRM1 26S proteasome ubiquitin receptor	5	ENSTGUG00000007836
100190475	NSG2	neuronal vesicle trafficking associated 2	1	ENSTGUG00000000333
100190476	LDAF1	lipid droplet assembly factor 1	1	ENSTGUG00000009153
100190478	STMN1	stathmin 1	5	ENSTGUG00000017327
100190479	CALR	calreticulin	1	ENSTGUG00000014982
100190482	CTSB	cathepsin B	6	ENSTGUG00000013291
100190484	MDH2	malate dehydrogenase 2	1	ENSTGUG00000004571
100190485	FAM32A	family with sequence similarity 32 member A	1	
100190486	DCTN3	dynactin subunit 3	2	
100190487	TCEA2	transcription elongation factor A2	3	ENSTGUG00000007270
100190489	NDUFA11	NADH:ubiquinone oxidoreductase subunit A11	1	ENSTGUG00000026250
100190490	CWC15	CWC15 spliceosome associated protein homolog	1	ENSTGUG00000029544
100190491	VDAC3	voltage dependent anion channel 3	3	ENSTGUG00000005514
100190493	SAR1B	secretion associated Ras related GTPase 1B	4	ENSTGUG00000027303
100190495	ERG28	ergosterol biosynthesis 28 homolog	4	ENSTGUG00000020427
100190496	EDF1	endothelial differentiation related factor 1	1	ENSTGUG00000002446
100190497	NDUFA4	NDUFA4 mitochondrial complex associated	1	
100190499	DNAL4	dynein axonemal light chain 4	4	ENSTGUG00000022414
100190500	INIP	INTS3 and NABP interacting protein	1	ENSTGUG00000001248
100190502	HSBP1	heat shock factor binding protein 1	1	ENSTGUG00000004346
100190504	ATP5MG	ATP synthase membrane subunit g	1	ENSTGUG00000000076
100190506	PARK7	Parkinsonism associated deglycase	3	ENSTGUG00000002529
100190508	AP3S2	adaptor related protein complex 3 subunit sigma 2	3	
100190509	ARPC2	actin related protein 2/3 complex subunit 2	1	ENSTGUG00000005170
100190511	SAP18	Sin3A associated protein 18	1	ENSTGUG00000011377
100190512	CAPZB	capping actin protein of muscle Z-line subunit beta	4	ENSTGUG00000020035
100190513	HSPE1	heat shock protein family E (Hsp10) member 1	2	ENSTGUG00000020798
100190514	BCAS2	BCAS2 pre-mRNA processing factor	2	ENSTGUG00000001012
100190515	FTH1	ferritin heavy chain 1	1	ENSTGUG00000005913
100190516	PRADC1	protease associated domain containing 1	2	ENSTGUG00000015425
100190517	SCAMP5	secretory carrier membrane protein 5	2	ENSTGUG00000003869
100190518	CISD1	CDGSH iron sulfur domain 1	2	ENSTGUG00000022153
100190519	MAP1LC3B	microtubule associated protein 1 light chain 3 beta	2	ENSTGUG00000029453
100190520	MLF2	myeloid leukemia factor 2	2	
100190521	TOMM7	translocase of outer mitochondrial membrane 7	1	
100190522	ATP6V1F	ATPase H+ transporting V1 subunit F	2	
100190523	ATP5PO	ATP synthase peripheral stalk subunit OSCP	1	
100190524	ROMO1	reactive oxygen species modulator 1	2	ENSTGUG00000003046
100190526	PSMB4	proteasome 20S subunit beta 4	2	ENSTGUG00000017395
100190527	SNAPIN	SNAP associated protein	1	ENSTGUG00000026293
100190528	ATP6V0B	ATPase H+ transporting V0 subunit b	1	ENSTGUG00000007525
100190529	CALM2	calmodulin 2	1	ENSTGUG00000002581
100190530	PPIB	peptidylprolyl isomerase B	2	ENSTGUG00000014219
100190531	PPP2CB	protein phosphatase 2 catalytic subunit beta	1	ENSTGUG00000001762
100190532	JAGN1	jagunal homolog 1	1	ENSTGUG00000008751
100190534	ATP1B2	ATPase Na+/K+ transporting subunit beta 2	1	ENSTGUG00000020126
100190535	PTS	6-pyruvoyltetrahydropterin synthase	1	ENSTGUG00000025708
100190536	DCTN5	dynactin subunit 5	1	
100190537	UBE2N	ubiquitin conjugating enzyme E2 N	1	ENSTGUG00000027866
100190539	ATP6V1G1	ATPase H+ transporting V1 subunit G1	1	ENSTGUG00000003183
100190540	PSMD7	proteasome 26S subunit, non-ATPase 7	1	
100190542	PPA1	inorganic pyrophosphatase 1	1	ENSTGUG00000004539
100190543	NSDHL	NAD(P) dependent steroid dehydrogenase-like	1	ENSTGUG00000005479
100190544	ITM2A	integral membrane protein 2A	1	ENSTGUG00000002582
100190546	STMN2	stathmin 2	1	ENSTGUG00000011625
100190547	COPS9	COP9 signalosome subunit 9	1	
100190548	PDAP1	PDGFA associated protein 1	1	ENSTGUG00000007588
100190549	PRDX6	peroxiredoxin 6	2	
100190550	RPL38	ribosomal protein L38	1	ENSTGUG00000028267
100190551	GET4	guided entry of tail-anchored proteins factor 4	2	ENSTGUG00000008424
100190552	LSM5	LSM5 homolog, U6 small nuclear RNA and mRNA degradation associated	1	
100190553	SRP19	signal recognition particle 19	1	ENSTGUG00000001019
100190554	PPIC	peptidylprolyl isomerase C	1	ENSTGUG00000001116
100190555	SAT1	spermidine/spermine N1-acetyltransferase 1	3	ENSTGUG00000007289
100190556	ARL1	ADP ribosylation factor like GTPase 1	1	ENSTGUG00000009085
100190557	SERF2	small EDRK-rich factor 2	1	ENSTGUG00000029530
100190558	SNX24	sorting nexin 24	1	ENSTGUG00000001121
100190559	RPS23	ribosomal protein S23	1	ENSTGUG00000017554
100190560	GNG12	G protein subunit gamma 12	1	ENSTGUG00000020206
100190563	EIF1	eukaryotic translation initiation factor 1	1	ENSTGUG00000026666
100190564	RPL8	ribosomal protein L8	1	ENSTGUG00000006502
100190567	MAGOH	mago homolog, exon junction complex subunit	1	ENSTGUG00000009203
100190568	CHCHD1	coiled-coil-helix-coiled-coil-helix domain containing 1	1	
100190570	TMEM50A	transmembrane protein 50A	1	ENSTGUG00000001117
100190571	SURF2	surfeit 2	1	ENSTGUG00000005497
100190572	RPL15	ribosomal protein L15	1	ENSTGUG00000025989
100190573	SCHIP1	schwannomin interacting protein 1	1	ENSTGUG00000011194
100190575	NDUFAF4	NADH:ubiquinone oxidoreductase complex assembly factor 4	2	ENSTGUG00000024097
100190576	SPCS1	signal peptidase complex subunit 1	1	ENSTGUG00000005751
100190577	PCNA	proliferating cell nuclear antigen	1	ENSTGUG00000004036
100190578	PSENEN	presenilin enhancer, gamma-secretase subunit	1	
100190579	SSBP1	single stranded DNA binding protein 1	1	
100190580	TMEM120B	transmembrane protein 120B	1	
100190582	RPRD1B	regulation of nuclear pre-mRNA domain containing 1B	4	ENSTGUG00000006251
100190584	DNAJC17	DnaJ heat shock protein family (Hsp40) member C17	2	ENSTGUG00000026553
100190586	RAB6A	RAB6A, member RAS oncogene family	3	
100190587	NSMCE1	NSE1 homolog, SMC5-SMC6 complex component	1	ENSTGUG00000009495
100190589	NSFL1C	NSFL1 cofactor	1	ENSTGUG00000006942
100190590	PEBP1	phosphatidylethanolamine binding protein 1	1	
100190591	NRGN	neurogranin	1	
100190597	DGCR6L	DiGeorge syndrome critical region gene 6 like	1	ENSTGUG00000010597
100190598	SSB	small RNA binding exonuclease protection factor La	2	ENSTGUG00000007942
100190599	TATDN3	TatD DNase domain containing 3	2	ENSTGUG00000003025
100190601	CETN3	centrin 3	2	ENSTGUG00000000683
100190603	SNRPD1	small nuclear ribonucleoprotein D1 polypeptide	1	ENSTGUG00000005095
100190604	LSM4	LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated	1	ENSTGUG00000001027
100190607	GGCT	gamma-glutamylcyclotransferase	1	ENSTGUG00000003917
100190608	NOL12	nucleolar protein 12	1	ENSTGUG00000010526
100190609	EIF2B2	eukaryotic translation initiation factor 2B subunit beta	1	ENSTGUG00000012191
100190612	NDOR1	NADPH dependent diflavin oxidoreductase 1	4	ENSTGUG00000002513
100190613	AIFM2	apoptosis inducing factor mitochondria associated 2	1	ENSTGUG00000004116
100190615	ELOVL2	ELOVL fatty acid elongase 2	1	ENSTGUG00000005767
100190616	DNAJB13	DnaJ heat shock protein family (Hsp40) member B13	5	ENSTGUG00000013466
100190617	SCARB2	scavenger receptor class B member 2	1	
100190618	SNRPB	small nuclear ribonucleoprotein polypeptides B and B1	1	ENSTGUG00000005684
100190619	ZFYVE21	zinc finger FYVE-type containing 21	3	
100190620	MOB3A	MOB kinase activator 3A	1	
100190621	POLR2I	RNA polymerase II subunit I	4	ENSTGUG00000026751
100190623	APRT	adenine phosphoribosyltransferase	2	ENSTGUG00000007746
100190624	BTF3L4	basic transcription factor 3 like 4	2	ENSTGUG00000027297
100190625	SNRPA1	small nuclear ribonucleoprotein polypeptide A'	2	ENSTGUG00000008957
100190626	MRPL22	mitochondrial ribosomal protein L22	1	ENSTGUG00000023797
100190627	NIPSNAP1	nipsnap homolog 1	2	ENSTGUG00000010464
100190629	MAP1LC3A	microtubule associated protein 1 light chain 3 alpha	1	
100190631	GTF2A2	general transcription factor IIA subunit 2	2	ENSTGUG00000005412
100190632	AGPAT5	1-acylglycerol-3-phosphate O-acyltransferase 5	1	ENSTGUG00000012889
100190633	FABP5	fatty acid binding protein 5	2	
100190634	SLC25A27	solute carrier family 25 member 27	1	ENSTGUG00000013236
100190635	TMEM17	transmembrane protein 17	2	ENSTGUG00000002226
100190637	OSGEP	O-sialoglycoprotein endopeptidase	1	ENSTGUG00000014301
100190638	CRH	corticotropin releasing hormone	1	ENSTGUG00000011277
100190639	FN3KRP	fructosamine 3 kinase related protein	2	ENSTGUG00000027830
100190640	NDUFB6	NADH:ubiquinone oxidoreductase subunit B6	1	ENSTGUG00000026681
100190641	BAG2	BAG cochaperone 2	1	ENSTGUG00000024754
100190642	SDHB	succinate dehydrogenase complex iron sulfur subunit B	1	ENSTGUG00000016631,ENSTGUG00000023499
100190643	PKIG	cAMP-dependent protein kinase inhibitor gamma	8	ENSTGUG00000020548
