NCBI.GeneID	Symbol	Description	Transcripts	Ensembl.GeneIDs	external_gene_name	chromosome_name	start_position	end_position
100190093	TMEM189	transmembrane protein 189	1	ENSTGUG00000018828,ENSTGUG00000029053	NA	NA	NA	NA
100190098	ISCA2	iron-sulfur cluster assembly 2	1	ENSTGUG00000016281	ISCA2	5	38725394	38726780
100190099	SNRNP48	small nuclear ribonucleoprotein U11/U12 subunit 48	1	ENSTGUG00000007575	SNRNP48	2	79799313	79831498
100190100	SLC40A1	solute carrier family 40 member 1	1	ENSTGUG00000010889	SLC40A1	7	25127049	25168077
100190101	ARFRP1	ADP ribosylation factor related protein 1	1	ENSTGUG00000007096	ARFRP1	20	8039137	8050660
100190102	SFT2D1	SFT2 domain containing 1	1	ENSTGUG00000009460	SFT2D1	3	74420811	74439597
100190103	RPL34	ribosomal protein L34	3	ENSTGUG00000027399	RPL34	4	46917715	47085951
100190104	CDK2AP1	cyclin dependent kinase 2 associated protein 1	3	ENSTGUG00000005436	CDK2AP1	15	11862814	11877875
100190106	LSM6	LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated	3		NA	NA	NA	NA
100190107	NAA20	N-alpha-acetyltransferase 20, NatB catalytic subunit	2	ENSTGUG00000010465	NAA20	8	25002	29519
100190108	MAEA	macrophage erythroblast attacher, E3 ubiquitin ligase	9	ENSTGUG00000010646	MAEA	4	7371084	7419945
100190110	RNF126	ring finger protein 126	2	ENSTGUG00000000628	RNF126	28	2813412	2823385
100190111	HMGN5	high mobility group nucleosome binding domain 5	3	ENSTGUG00000002555	HMGN5	4A	4708530	4716236
100190113	TIMM9	translocase of inner mitochondrial membrane 9	2	ENSTGUG00000013029	TIMM9	5	57154306	57161010
100190114	ATP6V0E1	ATPase H+ transporting V0 subunit e1	1		NA	NA	NA	NA
100190116	PAK1IP1	PAK1 interacting protein 1	1		NA	NA	NA	NA
100190117	DIRAS3	DIRAS family GTPase 3	1	ENSTGUG00000026090,ENSTGUG00000028200	NA	NA	NA	NA
100190118	TOMM20	translocase of outer mitochondrial membrane 20	2	ENSTGUG00000026446	TOMM20	3	69555605	69582023
100190119	RPF2	ribosome production factor 2 homolog	2	ENSTGUG00000012034	RPF2	3	46071565	46083394
100190120	RABL2A	RAB, member of RAS oncogene family like 2A	1	ENSTGUG00000024637		RRCB01000088.1	310625	566327
100190126	RHEB	Ras homolog, mTORC1 binding	1	ENSTGUG00000000585	RHEB	2	6464575	6503188
100190128	SPAG7	sperm associated antigen 7	2		NA	NA	NA	NA
100190129	ZNF346	zinc finger protein 346	1	ENSTGUG00000000442	ZNF346	13	14895862	14906002
100190132	RPS6	ribosomal protein S6	1	ENSTGUG00000004334		Z	74660891	74698359
100190134	NDUFA8	NADH:ubiquinone oxidoreductase subunit A8	2	ENSTGUG00000019874		17	10006396	10010757
100190136	MED10	mediator complex subunit 10	1	ENSTGUG00000027216	MED10	2	81450226	81455469
100190138	RPL24	ribosomal protein L24	1	ENSTGUG00000023416	RPL24	1	745177	750056
100190139	AHSA2P	activator of HSP90 ATPase homolog 2	1	ENSTGUG00000026266	AHSA2P	3	87850856	87864521
100190140	ANP32A	acidic nuclear phosphoprotein 32 family member A	2	ENSTGUG00000022919		10	20892729	20907258
100190141	LYRM1	LYR motif containing 1	1	ENSTGUG00000009197	LYRM1	14	783935	787826
100190144	RPS26	ribosomal protein S26	1	ENSTGUG00000019146	RPS26	29	1214304	1218744
100190145	SLC25A5	solute carrier family 25 member 5	1		NA	NA	NA	NA
100190146	SLC25A6	solute carrier family 25 member 6	1	ENSTGUG00000010711		1	80041540	80046897
100190147	PITHD1	PITH domain containing 1	1	ENSTGUG00000001201	PITHD1	23	2832626	2834735
100190149	UPRT	uracil phosphoribosyltransferase homolog	2	ENSTGUG00000005852	UPRT	4A	16996260	17009786
100190150	MOSPD1	motile sperm domain containing 1	2	ENSTGUG00000002920	MOSPD1	4A	6587624	6601648
100190153	PDZD11	PDZ domain containing 11	1		NA	NA	NA	NA
100190154	ALDH3A2	aldehyde dehydrogenase 3 family, member A2	1		NA	NA	NA	NA
100190155	HIKESHI	heat shock protein nuclear import factor hikeshi	3	ENSTGUG00000012986	HIKESHI	1	31543272	31553543
100190156	NINJ1	ninjurin 1	5	ENSTGUG00000025855	NINJ1	12	20127122	20183610
100190158	PARL	presenilin associated rhomboid like	2	ENSTGUG00000005507	PARL	9	2222779	2235145
100190159	AK3	adenylate kinase 3	3	ENSTGUG00000005155	AK3	Z	68849934	68861860
100190160	CCDC137	coiled-coil domain containing 137	1	ENSTGUG00000002950	CCDC137	18	1345693	1347727
100190161	PSMG3	proteasome assembly chaperone 3	4	ENSTGUG00000008205	PSMG3	14	3197562	3200899
100190162	RAN	RAN, member RAS oncogene family	1		NA	NA	NA	NA
100190163	EAPP	E2F associated phosphoprotein	1	ENSTGUG00000024220	EAPP	5	36574559	36581874
100190164	CLTA	clathrin light chain A	4	ENSTGUG00000000114	CLTA	Z	6232330	6246730
100190166	TMEM50B	transmembrane protein 50B	1	ENSTGUG00000000529,ENSTGUG00000026747	NA	NA	NA	NA
100190167	MPZL1	myelin protein zero like 1	1	ENSTGUG00000027007	MPZL1	1	14929916	14972103
100190168	RPS27L	ribosomal protein S27 like	1	ENSTGUG00000026454	RPS27L	10	4718139	4725171
100190170	PTGR2	prostaglandin reductase 2	1	ENSTGUG00000011198	PTGR2	5	26139785	26153606
100190172	TMEM80	transmembrane protein 80	2		NA	NA	NA	NA
100190173	SARNP	SAP domain containing ribonucleoprotein	3	ENSTGUG00000016126	SARNP	29	2956431	2963754
100190174	CENPS	centromere protein S	1		NA	NA	NA	NA
100190175	MRPL2	mitochondrial ribosomal protein L2	1	ENSTGUG00000004831	MRPL2	3	94342003	94343597
100190177	RPS21	ribosomal protein S21	2	ENSTGUG00000007750	RPS21	20	9985037	9988794
100190178	RPL7A	ribosomal protein L7a	1	ENSTGUG00000018936	RPL7A	17	7839929	7846396
100190179	MRPL17	mitochondrial ribosomal protein L17	2	ENSTGUG00000001893	MRPL17	Z	48161736	48162617
100190180	ATP5ME	ATP synthase membrane subunit e	1	ENSTGUG00000000178	ATP5ME	Z	4917322	4934249
100190181	TAF13	TATA-box binding protein associated factor 13	2	ENSTGUG00000013420	TAF13	1	20693992	20696297
100190183	POLR2K	RNA polymerase II, I and III subunit K	2	ENSTGUG00000012051	POLR2K	2	130278916	130282786
100190184	SSR3	signal sequence receptor subunit 3	1	ENSTGUG00000011245	SSR3	9	24604238	24607917
100190185	RPL9	ribosomal protein L9	3	ENSTGUG00000022418	RPL9	4	23106282	23115845
100190186	UBL5	ubiquitin like 5	1	ENSTGUG00000027876		30	6055035	6057221
100190188	COPS5	COP9 signalosome subunit 5	1	ENSTGUG00000011336	COPS5	2	117258235	117270674
100190189	SNCB	synuclein beta	1	ENSTGUG00000000512	SNCB	13	14821395	14825863
100190190	CALB2	calbindin 2	1	ENSTGUG00000005987	CALB2	11	4611716	4618083
100190191	PDRG1	p53 and DNA damage regulated 1	2	ENSTGUG00000006601	PDRG1	20	7522358	7524539
100190192	DKK3	dickkopf WNT signaling pathway inhibitor 3	3	ENSTGUG00000016109	DKK3	5	5241549	5263214
100190193	FSCN1	fascin actin-bundling protein 1	1	ENSTGUG00000007668	FSCN1	14	4986482	4997564
100190194	AHSA1	activator of HSP90 ATPase activity 1	1	ENSTGUG00000012320	AHSA1	5	40144590	40212881
100190195	UBE2V2	ubiquitin conjugating enzyme E2 V2	3	ENSTGUG00000010911	UBE2V2	2	109927490	109960281
100190196	HAGH	hydroxyacylglutathione hydrolase	3	ENSTGUG00000022314		14	7129528	7140172
100190198	NDUFA5	NADH:ubiquinone oxidoreductase subunit A5	1		NA	NA	NA	NA
100190200	NDFIP1	Nedd4 family interacting protein 1	1	ENSTGUG00000000171	RNF14	13	17248326	17284825
100190202	WBP2NL	WBP2 N-terminal like	3	ENSTGUG00000009723	WBP2NL	1A	46637123	46647080
100190203	VAMP4	vesicle associated membrane protein 4	2	ENSTGUG00000025061	VAMP4	8	31024855	31035533
100190205	ARPC4	actin related protein 2/3 complex subunit 4	1		NA	NA	NA	NA
100190206	ZMYND19	zinc finger MYND-type containing 19	2	ENSTGUG00000018911	ZMYND19	17	1467872	1479084
100190207	NTPCR	nucleoside-triphosphatase, cancer-related	4	ENSTGUG00000010136	NTPCR	3	70391426	70418699
100190208	ISCU	iron-sulfur cluster assembly enzyme	1	ENSTGUG00000006939	ISCU	15	10322700	10325520
100190209	MRPS6	mitochondrial ribosomal protein S6	1	ENSTGUG00000026353	SLC5A3	1	112939699	113066859
100190210	PITPNB	phosphatidylinositol transfer protein beta	2	ENSTGUG00000007796	PITPNB	15	9077342	9100249
100190211	RPL30	ribosomal protein L30	2	ENSTGUG00000019169	RPL30	2	129306987	129325302
100190212	RPLP1	ribosomal protein lateral stalk subunit P1	1	ENSTGUG00000012661	RPLP1	2	146940111	146941428
100190214	LAMTOR2	late endosomal/lysosomal adaptor, MAPK and MTOR activator 2	1	ENSTGUG00000003670	LAMTOR2	25	459369	461443
100190215	VPS26A	VPS26, retromer complex component A	4	ENSTGUG00000003886	VPS26A	6	1628580	1657923
100190216	CLYBL	citramalyl-CoA lyase	1	ENSTGUG00000010925	CLYBL	1	75252248	75330287
100190218	POLDIP2	DNA polymerase delta interacting protein 2	1	ENSTGUG00000005900	POLDIP2	19	4496521	4505877
100190220	CCK	cholecystokinin	1	ENSTGUG00000004682	CCK	2	44979985	44986186
100190223	MMADHC	metabolism of cobalamin associated D	2	ENSTGUG00000011984	MMADHC	7	36254069	36269521
100190224	POLR2D	RNA polymerase II subunit D	1		NA	NA	NA	NA
100190225	SVBP	small vasohibin binding protein	1	ENSTGUG00000023474		21	5338482	5493406
100190226	TMEM230	transmembrane protein 230	1	ENSTGUG00000019460	TMEM230	22	4179769	4185055
100190227	TRUB2	TruB pseudouridine synthase family member 2	1		NA	NA	NA	NA
100190230	KLHDC3	kelch domain containing 3	1		NA	NA	NA	NA
100190231	SRSF7	serine and arginine rich splicing factor 7	1		NA	NA	NA	NA
100190232	SUMO1	small ubiquitin like modifier 1	1	ENSTGUG00000023148	SUMO1	7	21037806	21045704
100190235	ENY2	ENY2 transcription and export complex 2 subunit	2	ENSTGUG00000026246	ENY2	2	133909080	133914161
100190236	POLR2C	RNA polymerase II subunit C	1	ENSTGUG00000004996	POLR2C	11	5633294	5639409
100190238	ARPC3	actin related protein 2/3 complex subunit 3	1	ENSTGUG00000005696	ARPC3	15	11603705	11608443
100190239	ELMO1	engulfment and cell motility 1	7	ENSTGUG00000005533	ELMO1	2	47556409	47858368
100190240	SEC61B	SEC61 translocon subunit beta	1	ENSTGUG00000008873	SEC61B	2	91519078	91568937
100190241	HPCAL1	hippocalcin like 1	4	ENSTGUG00000013044	HPCAL1	3	15354962	15419516
100190242	HMGN1	high mobility group nucleosome binding domain 1	1	ENSTGUG00000005112	HMGN1	1	110650460	110655413
100190245	TMEM138	transmembrane protein 138	1	ENSTGUG00000026595	TMEM138	5	8332064	8336230
100190246	U2AF1	U2 small nuclear RNA auxiliary factor 1	6	ENSTGUG00000028798	U2AF1	1	108809618	108826322
100190248	PPP1R7	protein phosphatase 1 regulatory subunit 7	2	ENSTGUG00000006266	PPP1R7	9	4439792	4471469
100190250	C1H12orf57	chromosome 1 C12orf57 homolog	2	ENSTGUG00000013279	C1H12orf57	1	26543229	26544070
100190251	IMMP1L	inner mitochondrial membrane peptidase subunit 1	1	ENSTGUG00000004811	IMMP1L	5	2660049	2715234
100190252	LYRM4	LYR motif containing 4	2	ENSTGUG00000021255	LYRM4	2	63341871	63434176
100190254	YIPF6	Yip1 domain family member 6	1	ENSTGUG00000023575	YIPF6	4A	5917101	5924109
100190255	TK2	thymidine kinase 2	4		NA	NA	NA	NA
100190256	ATPAF1	ATP synthase mitochondrial F1 complex assembly factor 1	1	ENSTGUG00000008394	ATPAF1	8	10024523	10032879
100190259	RBM8A	RNA binding motif protein 8A	1	ENSTGUG00000004447	RBM8A	25	1926264	1929763
100190260	RPS29	ribosomal protein S29	1	ENSTGUG00000021284	RPS29	5	60379603	60380160
100190261	TPT1	tumor protein, translationally-controlled 1	1	ENSTGUG00000012322	TPT1	1	57903752	57908970
100190262	DERL3	derlin 3	4	ENSTGUG00000010283	DERL3	15	2459399	2464996
100190264	EMC7	ER membrane protein complex subunit 7	1	ENSTGUG00000011645	EMC7	5	30455085	30463077
100190265	RPS13	ribosomal protein S13	1	ENSTGUG00000008572	RPS13	5	12984289	12988392
100190267	ANKRD49	ankyrin repeat domain 49	5		NA	NA	NA	NA
100190268	GLRX5	glutaredoxin 5	1	ENSTGUG00000020249	GLRX5	5	47388682	47395611
100190269	GADD45B	growth arrest and DNA damage inducible beta	2	ENSTGUG00000024209	GADD45B	28	1783907	1785720
100190270	PSMC1	proteasome 26S subunit, ATPase 1	1	ENSTGUG00000012452	PSMC1	5	45020920	45034048
100190271	DNAJC8	DnaJ heat shock protein family (Hsp40) member C8	1	ENSTGUG00000000890	DNAJC8	23	4166219	4176536
100190272	SELENOS	selenoprotein S	1	ENSTGUG00000008949	SELENOS	10	18513697	18519379
100190273	LMAN2	lectin, mannose binding 2	1	ENSTGUG00000000376	LMAN2	13	15085819	15089824
100190274	MRPL30	mitochondrial ribosomal protein L30	2	ENSTGUG00000024074		1	83372024	83381266
100190275	NDUFB9	NADH:ubiquinone oxidoreductase subunit B9	1	ENSTGUG00000019009	NDUFB9	2	139895868	139902392
100190276	NDUFA2	NADH:ubiquinone oxidoreductase subunit A2	1		NA	NA	NA	NA
100190277	JPT1	Jupiter microtubule associated homolog 1	2	ENSTGUG00000008735	JPT1	18	8776023	8786627
100190279	DYNLRB1	dynein light chain roadblock-type 1	1	ENSTGUG00000026456	DYNLRB1	20	1509622	1514136
100190280	PSME3	proteasome activator subunit 3	1	ENSTGUG00000002797	PSME3	27	2045501	2051554
100190281	PSMC3IP	PSMC3 interacting protein	3	ENSTGUG00000002707	PSMC3IP	27	2136839	2138592
100190282	MEAF6	MYST/Esa1 associated factor 6	7	ENSTGUG00000001560	MEAF6	23	620969	627660
100190283	NFU1	NFU1 iron-sulfur cluster scaffold	1	ENSTGUG00000003860	NFU1	22	5070222	5076226
100190284	RPS3	ribosomal protein S3	1	ENSTGUG00000013479		1	17907192	18071526
100190285	GRB2	growth factor receptor bound protein 2	1	ENSTGUG00000008612	GRB2	18	8663125	8705356
100190286	MPC1	mitochondrial pyruvate carrier 1	1		NA	NA	NA	NA
100190289	NDUFS6	NADH:ubiquinone oxidoreductase subunit S6	1	ENSTGUG00000008501	NDUFS6	2	87797007	87803399
100190290	PSMD14	proteasome 26S subunit, non-ATPase 14	3	ENSTGUG00000006668	PSMD14	7	11205970	11255680
100190291	SEC11C	SEC11 homolog C, signal peptidase complex subunit	3	ENSTGUG00000019770	SEC11C	Z	1836106	1842648
100190292	MMAB	metabolism of cobalamin associated B	1	ENSTGUG00000007359	MMAB	15	10049127	10053590
100190293	MRPS18A	mitochondrial ribosomal protein S18A	1	ENSTGUG00000021976	MRPS18A	3	82501387	82529347
100190294	LSM1	LSM1 homolog, mRNA degradation associated	2		NA	NA	NA	NA
100190295	MANF	mesencephalic astrocyte derived neurotrophic factor	1	ENSTGUG00000004845	MANF	12	16112801	16117478
100190296	DPM1	dolichyl-phosphate mannosyltransferase subunit 1, catalytic	1		NA	NA	NA	NA
100190297	PDCD5	programmed cell death 5	1	ENSTGUG00000021896	PDCD5	11	15905877	15912521
100190299	UBE2I	ubiquitin conjugating enzyme E2 I	4	ENSTGUG00000009577	UBE2I	14	35824	48661
100190300	DNALI1	dynein axonemal light intermediate chain 1	1	ENSTGUG00000001557	DNALI1	23	610825	615383
100190301	MID1IP1	MID1 interacting protein 1	4		NA	NA	NA	NA
100190303	EIF4A3	eukaryotic translation initiation factor 4A3	1	ENSTGUG00000002132	EIF4A3	3	112910895	112919621
100190305	RPUSD4	RNA pseudouridine synthase D4	2		NA	NA	NA	NA
100190306	OCIAD1	OCIA domain containing 1	1	ENSTGUG00000007973	OCIAD1	4	26314063	26332062
100190308	MRPS17	mitochondrial ribosomal protein S17	1	ENSTGUG00000026540	MRPS17	19	5354480	5358824
100190309	TP53RK	TP53 regulating kinase	1	ENSTGUG00000005398	TP53RK	20	6330414	6332023
100190311	YWHAG	tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein gamma	1	ENSTGUG00000004553	YWHAG	19	6038773	6059501
100190312	SELENOK	selenoprotein K	1	ENSTGUG00000006957	SELENOK	12	13430537	13434034
100190313	NUDCD2	NudC domain containing 2	1	ENSTGUG00000001473	NUDCD2	13	3323502	3329157
100190314	ANTKMT	adenine nucleotide translocase lysine methyltransferase	2	ENSTGUG00000003604	ANTKMT	14	15082273	15086138
100190315	CPLX2	complexin 2	4		NA	NA	NA	NA
100190319	TAF10	TATA-box binding protein associated factor 10	1	ENSTGUG00000026223	TAF10	1	114441944	114443703
100190320	PTGES3L	prostaglandin E synthase 3 like	2	ENSTGUG00000028812	PTGES3L	27	2014268	2016520
100190322	MGST1	microsomal glutathione S-transferase 1	2	ENSTGUG00000012391	MGST1	1A	65896358	65903626
100190323	HMOX2	heme oxygenase 2	1	ENSTGUG00000023074	HMOX2	14	14127894	14142115
100190324	BAMBI	BMP and activin membrane bound inhibitor	1	ENSTGUG00000001062	BAMBI	2	16135168	16139860
100190326	PHB1	prohibitin 1	2	ENSTGUG00000003470	PHB1	27	800543	995888
100190327	CREBL2	cAMP responsive element binding protein like 2	1		NA	NA	NA	NA
100190329	MRPS22	mitochondrial ribosomal protein S22	1	ENSTGUG00000005274	MRPS22	9	660101	667440
100190330	SOD2	superoxide dismutase 2	1		NA	NA	NA	NA
100190331	EIF3J	eukaryotic translation initiation factor 3 subunit J	1	ENSTGUG00000009878	EIF3J	10	21283996	21298142
100190332	MRPL20	mitochondrial ribosomal protein L20	1	ENSTGUG00000003113	MRPL20	21	1646284	1649816
100190333	CCDC134	coiled-coil domain containing 134	12	ENSTGUG00000009814	MEI1	1A	46764041	46802629
100190335	NDUFA3	NADH:ubiquinone oxidoreductase subunit A3	1	ENSTGUG00000025228		30	1929885	1937260
100190337	LAMTOR3	late endosomal/lysosomal adaptor, MAPK and MTOR activator 3	2	ENSTGUG00000018867	LAMTOR3	4	49653252	49659243
100190339	NDUFB5	NADH:ubiquinone oxidoreductase subunit B5	1	ENSTGUG00000010639	NDUFB5	9	18855475	18860666
100190341	NPM1	nucleophosmin 1	2	ENSTGUG00000014970	NPM1	13	574543	597589
100190343	IFT20	intraflagellar transport 20	1	ENSTGUG00000008706	IFT20	19	527698	529761
100190345	RTRAF	RNA transcription, translation and transport factor	1	ENSTGUG00000013128,ENSTGUG00000019490	NA	NA	NA	NA
100190347	PRDX1	peroxiredoxin 1	3	ENSTGUG00000023194	PRDX1	8	10873403	10885856
100190350	NDUFV2	NADH:ubiquinone oxidoreductase core subunit V2	1	ENSTGUG00000009858	NDUFV2	2	100432413	100447151
100190352	NSG1	neuronal vesicle trafficking associated 1	2	ENSTGUG00000009930	NSG1	4	13469038	13494157
100190353	SRI	sorcin	1		NA	NA	NA	NA
100190354	FAM133B	family with sequence similarity 133 member B	1	ENSTGUG00000001494	FAM133B	2	23857194	24023015
100190355	RBM5	RNA binding motif protein 5	1		NA	NA	NA	NA
100190356	PSMB3	proteasome 20S subunit beta 3	1	ENSTGUG00000003023	PSMB3	27	1589979	1594559
100190357	ATP5F1E	ATP synthase F1 subunit epsilon	1	ENSTGUG00000008033		20	11187096	11385352
100190358	ATG101	autophagy related 101	1	ENSTGUG00000016801	ATG101	29	1954858	1957377
100190359	CHCHD10	coiled-coil-helix-coiled-coil-helix domain containing 10	2	ENSTGUG00000026451	CHCHD10	15	2415500	2416734
100190361	HRAS	HRas proto-oncogene, GTPase	3	ENSTGUG00000009877	HRAS	5	17505547	17545481
100190363	RPL27A	ribosomal protein L27a	1	ENSTGUG00000008355	RPL27A	5	10907407	10914714
100190364	GMPPB	GDP-mannose pyrophosphorylase B	1		NA	NA	NA	NA
100190365	OST4	oligosaccharyltransferase complex subunit 4, non-catalytic	5		NA	NA	NA	NA
100190367	DNAJA1	DnaJ heat shock protein family (Hsp40) member A1	1	ENSTGUG00000001446	DNAJA1	Z	39640131	39757976
100190368	METTL5	methyltransferase 5, N6-adenosine	6	ENSTGUG00000007994	METTL5	7	14014195	14018284
100190369	MRPL28	mitochondrial ribosomal protein L28	1		NA	NA	NA	NA
100190370	TVP23A	trans-golgi network vesicle protein 23 homolog A	3	ENSTGUG00000004826	TVP23A	14	10547165	10558901
100190371	POMP	proteasome maturation protein	3	ENSTGUG00000019231	POMP	1	65640297	65651195
100190372	YIPF3	Yip1 domain family member 3	1	ENSTGUG00000009133	YIPF3	3	80310462	80315644
100190373	ARHGDIG	Rho GDP dissociation inhibitor gamma	2		NA	NA	NA	NA
100190374	VCF1	VCP nuclear cofactor family member 1	6	ENSTGUG00000002914	FAM104B	18	1192638	1200339
100190377	CHCHD3	coiled-coil-helix-coiled-coil-helix domain containing 3	7	ENSTGUG00000001964	CHCHD3	1A	891693	1023593
100190379	MICOS10	mitochondrial contact site and cristae organizing system subunit 10	1	ENSTGUG00000016993	MICOS10	21	7768955	7781214
100190381	MDH1	malate dehydrogenase 1	1	ENSTGUG00000002244	MDH1	3	111866025	111877989
100190382	PSMA7	proteasome 20S subunit alpha 7	1	ENSTGUG00000007864	PSMA7	20	10198838	10204352
100190384	HMGN3	high mobility group nucleosomal binding domain 3	9		NA	NA	NA	NA
100190385	CZIB	CXXC motif containing zinc binding protein	1	ENSTGUG00000009181	CZIB	8	6991351	7053924
100190386	RHOA	ras homolog family member A	4	ENSTGUG00000006623	RHOA	12	13826461	13849180
100190387	MYL6	myosin, light chain 6, alkali, smooth muscle and non-muscle	3	ENSTGUG00000029289		29	1283352	1287890
100190388	ARPP19	cAMP regulated phosphoprotein 19	3	ENSTGUG00000019761	ARPP19	10	9232662	9243652
100190389	RMDN1	regulator of microtubule dynamics 1	3		NA	NA	NA	NA
100190390	CIRBP	cold inducible RNA binding protein	1	ENSTGUG00000000884	CIRBP	28	1507462	1512230
100190392	NDUFA10	NADH:ubiquinone oxidoreductase subunit A10	1	ENSTGUG00000003244	NDUFA10	7	1943274	1969618
100190393	PMVK	phosphomevalonate kinase	1	ENSTGUG00000027579	PMVK	25	150540	152354
100190395	PFDN1	prefoldin subunit 1	1	ENSTGUG00000001632	PFDN1	13	6823799	6854624
100190396	UQCR10	ubiquinol-cytochrome c reductase, complex III subunit X	1	ENSTGUG00000010494	UQCR10	15	1772625	1774037
100190397	TMSB15B	thymosin beta 15B	3	ENSTGUG00000006515	TMSB15B	4A	18573429	18574902
100190400	VAPB	VAMP associated protein B and C	3	ENSTGUG00000008176	VAPB	20	11694809	11725374
100190401	MED31	mediator complex subunit 31	1	ENSTGUG00000008958	MED31	19	93625	111978
100190402	RNF11	ring finger protein 11	1	ENSTGUG00000022215	RNF11	8	7722753	7753703
100190403	B2M	beta-2-microglobulin	1		NA	NA	NA	NA
100190404	FRG1	FSHD region gene 1	1	ENSTGUG00000007028		4	30043352	30049634
100190405	IFT43	intraflagellar transport 43	1	ENSTGUG00000012246	IFT43	5	39348830	39395848
100190406	GABARAPL2	GABA type A receptor associated protein like 2	1	ENSTGUG00000024691	GABARAPL2	11	12339851	12365726
100190407	LAPTM4A	lysosomal protein transmembrane 4 alpha	3	ENSTGUG00000013146	LAPTM4A	3	10580707	10610506
100190408	LNPK	lunapark, ER junction formation factor	4	ENSTGUG00000021038	LNPK	7	16269291	16317955
100190411	RPL5	ribosomal protein L5	1	ENSTGUG00000005988	RPL5	8	18247817	18257612
